extension,spdx_license,year,count_files
.kml,MIT,2018,8576.0
.json,MPL-2.0,2018,8576.0
.geojson,MPL-2.0,2018,8153.0
.pdb,Apache-2.0,2018,7348.0
.kml,GPL-2.0,2018,7067.0
.fastq,,2018,6969.0
.json,BSL-1.0,2018,6719.0
.tiff,BSD-2-Clause,2018,6714.0
.xlsx,Apache-2.0,2018,6665.0
.csv,CC-BY-4.0,2018,6093.0
.tif,GPL-2.0,2018,5626.0
.wav,BSD-3-Clause,2018,5456.0
.json,CC0-1.0,2018,5455.0
.tiff,NOASSERTION,2018,5239.0
.csv,CC0-1.0,2018,5177.0
.tsv,GPL-3.0,2018,5098.0
.tiff,MIT,2018,4623.0
.vcf,,2018,4358.0
.tiff,Apache-2.0,2018,4319.0
.tsv,Apache-2.0,2018,4262.0
.xls,Apache-2.0,2018,4180.0
.dcm,NOASSERTION,2018,3945.0
.csv,EPL-1.0,2018,3566.0
.fasta,MIT,2018,3473.0
.csv,MPL-2.0,2018,3398.0
.json,EPL-1.0,2018,3072.0
.dcm,GPL-3.0,2018,2873.0
.json,WTFPL,2018,2668.0
.shp,GPL-3.0,2018,2551.0
.wav,MPL-2.0,2018,2475.0
.json,CC-BY-SA-4.0,2018,2386.0
.dbf,MIT,2018,2261.0
.shp,MIT,2018,2221.0
.shx,MIT,2018,2188.0
.fasta,NOASSERTION,2018,2164.0
.shp,NOASSERTION,2018,2103.0
.pdb,GPL-2.0,2018,1813.0
.kml,Apache-2.0,2018,1761.0
.tsv,CC0-1.0,2018,1663.0
.dbf,NOASSERTION,2018,1637.0
.fastq,MIT,2018,1601.0
.tif,BSD-2-Clause,2018,1581.0
.json,EUPL-1.2,2018,1544.0
.tfrecords,,2018,1504.0
.kml,AGPL-3.0,2018,1467.0
.tif,BSD-3-Clause,2018,1464.0
.tif,CC-BY-4.0,2018,1419.0
.wav,AGPL-3.0,2018,1418.0
.xlsx,Unlicense,2018,1398.0
.nii,NOASSERTION,2018,1371.0
.xlsx,BSD-3-Clause,2018,1364.0
.shx,NOASSERTION,2018,1338.0
.xlsx,GPL-2.0,2018,1322.0
.tsv,BSD-3-Clause,2018,1317.0
.wav,LGPL-3.0,2018,1304.0
.tiff,GPL-3.0,2018,1281.0
.geojson,GPL-3.0,2018,1281.0
.dcm,Apache-2.0,2018,1151.0
.avro,,2018,1141.0
.dbf,GPL-3.0,2018,1091.0
.parquet,MIT,2018,1009.0
.pdb,Unlicense,2018,988.0
.pdb,LGPL-3.0,2018,984.0
.shx,GPL-3.0,2018,978.0
.wav,CC0-1.0,2018,957.0
.csv,OSL-3.0,2018,942.0
.kml,NOASSERTION,2018,915.0
.xls,GPL-2.0,2018,898.0
.avro,BSD-3-Clause,2018,857.0
.wav,BSD-2-Clause,2018,812.0
.xls,MPL-2.0,2018,800.0
.geojson,Apache-2.0,2018,782.0
.xlsx,AGPL-3.0,2018,754.0
.xlsx,LGPL-2.1,2018,678.0
.json,LGPL-2.1,2018,644.0
.pdb,BSD-3-Clause,2018,642.0
.xls,BSD-3-Clause,2018,608.0
.nii,GPL-3.0,2018,607.0
.avro,Apache-2.0,2018,589.0
.shp,Apache-2.0,2018,533.0
.wav,LGPL-2.1,2018,526.0
.kml,GPL-3.0,2018,526.0
.vcf,Apache-2.0,2018,523.0
.shx,Apache-2.0,2018,518.0
.vcf,MIT,2018,517.0
.vcf,BSD-2-Clause,2018,501.0
.geojson,AGPL-3.0,2018,495.0
.json,EPL-2.0,2018,489.0
.tif,Unlicense,2018,486.0
.geojson,CC0-1.0,2018,482.0
.nii,MIT,2018,464.0
.json,OSL-3.0,2018,451.0
.wav,CC-BY-SA-4.0,2018,450.0
.kml,CC0-1.0,2018,450.0
.pdb,AGPL-3.0,2018,439.0
.wav,BSL-1.0,2018,438.0
.dbf,Apache-2.0,2018,433.0
.csv,CC-BY-SA-4.0,2018,432.0
.xlsx,LGPL-3.0,2018,432.0
.tiff,GPL-2.0,2018,418.0
.nii,AGPL-3.0,2018,413.0
.csv,LGPL-2.1,2018,410.0
.fasta,GPL-2.0,2018,409.0
.dbf,GPL-2.0,2018,402.0
.vcf,NOASSERTION,2018,392.0
.shx,GPL-2.0,2018,376.0
.tsv,GPL-2.0,2018,374.0
.sbml,,2018,369.0
.shp,GPL-2.0,2018,336.0
.csv,EPL-2.0,2018,331.0
.vcf,GPL-3.0,2018,319.0
.tif,AGPL-3.0,2018,318.0
.wav,Artistic-2.0,2018,313.0
.fastq,NOASSERTION,2018,292.0
.parquet,NOASSERTION,2018,284.0
.xls,LGPL-2.1,2018,282.0
.csv,ISC,2018,257.0
.fastq,GPL-3.0,2018,244.0
.tsv,BSD-2-Clause,2018,222.0
.tif,LGPL-3.0,2018,213.0
.xlsx,BSD-2-Clause,2018,207.0
.tiff,BSD-3-Clause,2018,206.0
.xlsx,MPL-2.0,2018,202.0
.dbf,BSD-3-Clause,2018,199.0
.shp,BSD-3-Clause,2018,191.0
.xls,LGPL-3.0,2018,189.0
.shx,BSD-3-Clause,2018,189.0
.tiff,LGPL-2.1,2018,175.0
.pdb,BSD-2-Clause,2018,169.0
.xlsx,CC0-1.0,2018,159.0
.pdb,MPL-2.0,2018,157.0
.parquet,GPL-3.0,2018,155.0
.fasta,BSD-3-Clause,2018,144.0
.xlsx,CC-BY-4.0,2018,135.0
.wav,CC-BY-4.0,2018,132.0
.xls,BSD-2-Clause,2018,127.0
.csv,EUPL-1.2,2018,123.0
.pdb,LGPL-2.1,2018,122.0
.sbgn,,2018,119.0
.csv,EUPL-1.1,2018,117.0
.json,Zlib,2018,115.0
.dbf,LGPL-3.0,2018,115.0
.shp,LGPL-3.0,2018,114.0
.dcm,CC0-1.0,2018,113.0
.tsv,Unlicense,2018,113.0
.csv,WTFPL,2018,112.0
.fastq,Apache-2.0,2018,112.0
.geojson,BSD-2-Clause,2018,109.0
.json,Artistic-2.0,2018,108.0
.vcf,GPL-2.0,2018,106.0
.tif,LGPL-2.1,2018,104.0
.xls,Unlicense,2018,104.0
.dcm,BSD-3-Clause,2018,94.0
.tsv,LGPL-3.0,2018,93.0
.tiff,LGPL-3.0,2018,93.0
.tsv,AGPL-3.0,2018,90.0
.xlsx,WTFPL,2018,90.0
.geojson,BSD-3-Clause,2018,89.0
.geojson,LGPL-3.0,2018,87.0
.tif,ISC,2018,85.0
.wav,Zlib,2018,84.0
.geojson,ISC,2018,83.0
.pdb,WTFPL,2018,83.0
.xls,ECL-2.0,2018,79.0
.tfrecords,MIT,2018,79.0
.xlsx,EPL-1.0,2018,78.0
.nii,CC-BY-4.0,2018,76.0
.wav,EPL-2.0,2018,74.0
.geojson,GPL-2.0,2018,73.0
.fastq,GPL-2.0,2018,73.0
.kml,BSD-3-Clause,2018,73.0
.tsv,MPL-2.0,2018,70.0
.dcm,GPL-2.0,2018,70.0
.kml,BSD-2-Clause,2018,69.0
.shx,LGPL-3.0,2018,65.0
.tif,CC-BY-SA-4.0,2018,63.0
.xlsx,CC-BY-SA-4.0,2018,61.0
.tiff,Unlicense,2018,61.0
.xls,BSL-1.0,2018,59.0
.geojson,ODBL-1.0,2018,59.0
.dbf,CC0-1.0,2018,58.0
.xlsx,MS-PL,2018,57.0
.csv,BSL-1.0,2018,56.0
.json,OFL-1.1,2018,55.0
.tiff,MPL-2.0,2018,54.0
.nii,Apache-2.0,2018,52.0
.tsv,LGPL-2.1,2018,51.0
.tif,MPL-2.0,2018,50.0
.tiff,AGPL-3.0,2018,49.0
.csv,ODBL-1.0,2018,48.0
.dcm,CC-BY-SA-4.0,2018,48.0
.shx,AGPL-3.0,2018,47.0
.shp,AGPL-3.0,2018,47.0
.dbf,AGPL-3.0,2018,47.0
.wav,EPL-1.0,2018,47.0
.pdb,CC-BY-4.0,2018,45.0
.xls,CC-BY-4.0,2018,45.0
.vcf,BSD-3-Clause,2018,45.0
.json,MS-PL,2018,44.0
.shp,CC0-1.0,2018,41.0
.shx,CC0-1.0,2018,41.0
.tfrecords,Apache-2.0,2018,40.0
.tsv,EPL-1.0,2018,39.0
.csv,AFL-3.0,2018,39.0
.wav,WTFPL,2018,38.0
.wav,ISC,2018,37.0
.pdb,CC0-1.0,2018,36.0
.dbf,CC-BY-SA-4.0,2018,34.0
.pdb,EPL-2.0,2018,33.0
.xlsx,EPL-2.0,2018,33.0
.tiff,CC0-1.0,2018,33.0
.fasta,BSD-2-Clause,2018,33.0
.dbf,MPL-2.0,2018,33.0
.fasta,CC0-1.0,2018,33.0
.dbf,Unlicense,2018,32.0
.shx,CC-BY-SA-4.0,2018,32.0
.json,EUPL-1.1,2018,32.0
.shp,CC-BY-SA-4.0,2018,32.0
.fastq,CC-BY-SA-4.0,2018,30.0
.sbml,NOASSERTION,2018,30.0
.dcm,AGPL-3.0,2018,30.0
.shx,Unlicense,2018,29.0
.shp,Unlicense,2018,28.0
.kml,MPL-2.0,2018,28.0
.json,BSD-4-Clause,2018,28.0
.xls,OSL-3.0,2018,28.0
.wav,OFL-1.1,2018,28.0
.fasta,CC-BY-SA-4.0,2018,27.0
.dcm,CC-BY-4.0,2018,26.0
.json,BSD-3-Clause-Clear,2018,26.0
.csv,Artistic-2.0,2018,26.0
.dcm,LGPL-3.0,2018,25.0
.csv,ECL-2.0,2018,23.0
.avro,NOASSERTION,2018,22.0
.shx,ISC,2018,22.0
.csv,Zlib,2018,22.0
.dbf,ISC,2018,22.0
.shp,ISC,2018,22.0
.fastq,BSD-2-Clause,2018,21.0
.nii,BSD-3-Clause,2018,21.0
.xlsx,BSL-1.0,2018,21.0
.shx,MPL-2.0,2018,21.0
.shp,MPL-2.0,2018,20.0
.json,UPL-1.0,2018,20.0
.avro,MIT,2018,19.0
.kml,LGPL-2.1,2018,19.0
.sbml,LGPL-3.0,2018,19.0
.shx,EPL-2.0,2018,18.0
.dbf,EPL-2.0,2018,18.0
.shp,EPL-2.0,2018,18.0
.xls,WTFPL,2018,18.0
.kml,LGPL-3.0,2018,17.0
.pdb,MS-PL,2018,17.0
.wav,MS-PL,2018,17.0
.parquet,BSD-3-Clause,2018,17.0
.json,ODBL-1.0,2018,17.0
.wav,OSL-3.0,2018,17.0
.fasta,LGPL-3.0,2018,16.0
.tif,Artistic-2.0,2018,16.0
.shp,CC-BY-4.0,2018,16.0
.geojson,EPL-1.0,2018,16.0
.fasta,BSL-1.0,2018,16.0
.pdb,Zlib,2018,16.0
.pdb,CC-BY-SA-4.0,2018,16.0
.dbf,BSD-2-Clause,2018,15.0
.tsv,CC-BY-SA-4.0,2018,14.0
.dcm,BSD-2-Clause,2018,14.0
.vcf,AGPL-3.0,2018,14.0
.nii,GPL-2.0,2018,14.0
.xls,EPL-1.0,2018,13.0
.xlsx,OSL-3.0,2018,13.0
.json,ECL-2.0,2018,13.0
.fasta,CC-BY-4.0,2018,13.0
.tiff,CC-BY-4.0,2018,13.0
.sbml,GPL-3.0,2018,12.0
.tif,EPL-2.0,2018,12.0
.tfrecords,GPL-3.0,2018,12.0
.dbf,ODBL-1.0,2018,12.0
.shp,ODBL-1.0,2018,12.0
.shx,ODBL-1.0,2018,12.0
.pdb,BSD-4-Clause,2018,12.0
.xlsx,ECL-2.0,2018,11.0
.fastq,BSD-3-Clause,2018,11.0
.tiff,EPL-1.0,2018,11.0
.shx,CC-BY-4.0,2018,11.0
.dbf,CC-BY-4.0,2018,11.0
.csv,BSD-4-Clause,2018,11.0
.xlsx,EUPL-1.1,2018,10.0
.fasta,LGPL-2.1,2018,10.0
.tif,Zlib,2018,10.0
.xls,AFL-3.0,2018,10.0
.pdb,EPL-1.0,2018,10.0
.csv,BSD-3-Clause-Clear,2018,9.0
.tiff,ECL-2.0,2018,9.0
.dcm,Unlicense,2018,8.0
.xls,CC-BY-SA-4.0,2018,8.0
.pdb,Artistic-2.0,2018,8.0
.json,AFL-3.0,2018,8.0
.xls,EUPL-1.1,2018,8.0
.fastq,AFL-3.0,2018,8.0
.xlsx,ISC,2018,7.0
.kml,EPL-1.0,2018,7.0
.fasta,AGPL-3.0,2018,7.0
.xls,EPL-2.0,2018,7.0
.fasta,AFL-3.0,2018,7.0
.tif,EPL-1.0,2018,7.0
.xls,BSD-3-Clause-Clear,2018,7.0
.tfrecords,NOASSERTION,2018,6.0
.wav,BSD-3-Clause-Clear,2018,6.0
.pdb,BSL-1.0,2018,6.0
.tiff,BSL-1.0,2018,6.0
.xlsx,Zlib,2018,5.0
.xlsx,NCSA,2018,5.0
.geojson,CC-BY-4.0,2018,5.0
.tif,BSD-4-Clause,2018,5.0
.tif,BSL-1.0,2018,5.0
.geojson,CC-BY-SA-4.0,2018,5.0
.tiff,ISC,2018,5.0
.nii,BSD-2-Clause,2018,5.0
.fasta,Artistic-2.0,2018,5.0
.parquet,EPL-1.0,2018,5.0
.gvf,,2018,5.0
.dcm,LGPL-2.1,2018,4.0
.shp,BSD-2-Clause,2018,4.0
.tsv,Zlib,2018,4.0
.dbf,LGPL-2.1,2018,4.0
.tif,AFL-3.0,2018,4.0
.pdb,OSL-3.0,2018,4.0
.tiff,CC-BY-SA-4.0,2018,4.0
.csv,MS-PL,2018,4.0
.fastq,LGPL-3.0,2018,4.0
.pdb,NCSA,2018,4.0
.xlsx,AFL-3.0,2018,4.0
.vcf,LGPL-3.0,2018,3.0
.gvcf,,2018,3.0
.tif,OSL-3.0,2018,3.0
.xlsx,OFL-1.1,2018,3.0
.fasta,MPL-2.0,2018,3.0
.json,0BSD,2018,3.0
.xls,ISC,2018,3.0
.fastq,AGPL-3.0,2018,3.0
.shx,BSD-2-Clause,2018,3.0
.dcm,ISC,2018,3.0
.pdb,OFL-1.1,2018,3.0
.wav,EUPL-1.1,2018,3.0
.json,CECILL-2.1,2018,2.0
.json,NCSA,2018,2.0
.fastq,Unlicense,2018,2.0
.avro,GPL-3.0,2018,2.0
.xlsx,ODBL-1.0,2018,2.0
.pdb,ISC,2018,2.0
.fasta,Unlicense,2018,2.0
.sbml,GPL-2.0,2018,2.0
.xls,MS-PL,2018,2.0
.parquet,CC-BY-4.0,2018,2.0
.vcf,EPL-2.0,2018,2.0
.json,PostgreSQL,2018,2.0
.sbgn,LGPL-3.0,2018,1.0
.shp,OSL-3.0,2018,1.0
.vcf,CC0-1.0,2018,1.0
.fasta,EPL-1.0,2018,1.0
.shx,OSL-3.0,2018,1.0
.pdb,EUPL-1.1,2018,1.0
.tsv,OSL-3.0,2018,1.0
.avro,GPL-2.0,2018,1.0
.dbf,OSL-3.0,2018,1.0
.kml,CC-BY-4.0,2018,1.0
.wav,BSD-4-Clause,2018,1.0
.xlsx,BSD-3-Clause-Clear,2018,1.0
.fasta,ISC,2018,1.0
.xls,EUPL-1.2,2018,1.0
.kml,WTFPL,2018,1.0
.dcm,MPL-2.0,2018,1.0
.tsv,WTFPL,2018,1.0
.vcf,LGPL-2.1,2018,1.0
.geojson,BSD-4-Clause,2018,1.0
.xls,Zlib,2018,1.0
.dcm,EPL-2.0,2018,1.0
.shp,EPL-1.0,2018,1.0
.csv,UPL-1.0,2018,1.0
.gvf,CC0-1.0,2018,1.0
.xls,CECILL-2.1,2018,1.0
.fastq,CC-BY-4.0,2018,1.0
.parquet,GPL-2.0,2018,1.0
.sbml,MIT,2018,1.0
.json,,2019,33087289.0
.csv,,2019,11146807.0
.wav,,2019,3584730.0
.json,MIT,2019,3442746.0
.json,NOASSERTION,2019,2029439.0
.pdb,,2019,1560435.0
.json,Apache-2.0,2019,1231446.0
.tif,,2019,1193052.0
.csv,MIT,2019,909510.0
.geojson,,2019,651934.0
.json,GPL-3.0,2019,649227.0
.tsv,,2019,621515.0
.geojson,NOASSERTION,2019,603175.0
.xlsx,,2019,584273.0
.json,AGPL-3.0,2019,286391.0
.wav,MIT,2019,251606.0
.fasta,,2019,234057.0
.csv,NOASSERTION,2019,229781.0
.csv,GPL-3.0,2019,222344.0
.tiff,,2019,209701.0
.xls,,2019,207621.0
.json,GPL-2.0,2019,177477.0
.dcm,,2019,154560.0
.csv,Apache-2.0,2019,134309.0
.kml,,2019,130333.0
.json,CC-BY-SA-4.0,2019,125273.0
.wav,NOASSERTION,2019,117406.0
.csv,BSD-3-Clause,2019,108209.0
.json,CC0-1.0,2019,96053.0
.json,MPL-2.0,2019,88876.0
.json,Unlicense,2019,77384.0
.tif,MIT,2019,72000.0
.wav,GPL-3.0,2019,70790.0
.xlsx,MIT,2019,64367.0
.json,BSD-3-Clause,2019,59806.0
.fastq,,2019,52338.0
.pdb,MIT,2019,50572.0
.parquet,,2019,43973.0
.tsv,NOASSERTION,2019,43231.0
.dbf,,2019,42511.0
.fasta,MIT,2019,40616.0
.shp,,2019,38452.0
.shx,,2019,36847.0
.csv,MPL-2.0,2019,28061.0
.csv,AGPL-3.0,2019,27882.0
.wav,Apache-2.0,2019,23778.0
.tif,GPL-3.0,2019,23263.0
.json,EPL-1.0,2019,22532.0
.wav,GPL-2.0,2019,20515.0
.tif,NOASSERTION,2019,20436.0
.pdb,GPL-3.0,2019,19193.0
.fasta,GPL-3.0,2019,18156.0
.csv,LGPL-3.0,2019,17255.0
.tsv,MIT,2019,17156.0
.json,LGPL-3.0,2019,16984.0
.tiff,GPL-3.0,2019,16219.0
.xls,MIT,2019,15656.0
.csv,GPL-2.0,2019,15302.0
.xlsx,NOASSERTION,2019,13518.0
.nii,,2019,12955.0
.wav,BSD-3-Clause,2019,12678.0
.csv,LGPL-2.1,2019,12506.0
.dcm,MIT,2019,12290.0
.xlsx,GPL-3.0,2019,10999.0
.tsv,BSD-3-Clause,2019,10879.0
.pdb,NOASSERTION,2019,10257.0
.json,ISC,2019,10032.0
.xlsx,BSD-3-Clause,2019,9274.0
.tfrecords,,2019,9141.0
.geojson,MPL-2.0,2019,9063.0
.wav,Unlicense,2019,9029.0
.pdb,Apache-2.0,2019,8440.0
.pdb,BSD-3-Clause,2019,8308.0
.json,BSD-2-Clause,2019,7799.0
.tiff,MIT,2019,7494.0
.shp,GPL-3.0,2019,7422.0
.wav,MPL-2.0,2019,7293.0
.vcf,,2019,6948.0
.xlsx,Apache-2.0,2019,6751.0
.tif,Apache-2.0,2019,6576.0
.tsv,Apache-2.0,2019,6259.0
.pdb,MPL-2.0,2019,6204.0
.dcm,NOASSERTION,2019,6072.0
.xls,NOASSERTION,2019,5901.0
.json,BSL-1.0,2019,5779.0
.dbf,MIT,2019,5582.0
.shp,MIT,2019,5563.0
.tif,GPL-2.0,2019,5552.0
.shx,MIT,2019,5504.0
.pdb,GPL-2.0,2019,5010.0
.wav,AGPL-3.0,2019,4905.0
.tsv,GPL-3.0,2019,4427.0
.csv,CC-BY-4.0,2019,4296.0
.wav,MS-PL,2019,4286.0
.geojson,MIT,2019,4217.0
.parquet,MIT,2019,4207.0
.csv,Unlicense,2019,4167.0
.csv,BSD-2-Clause,2019,4084.0
.csv,CC0-1.0,2019,3832.0
.fasta,Apache-2.0,2019,3828.0
.json,CC-BY-4.0,2019,3828.0
.xls,Apache-2.0,2019,3638.0
.xls,GPL-3.0,2019,3390.0
.tiff,NOASSERTION,2019,3271.0
.fasta,NOASSERTION,2019,2969.0
.kml,NOASSERTION,2019,2951.0
.dbf,GPL-3.0,2019,2927.0
.shx,GPL-3.0,2019,2791.0
.wav,LGPL-3.0,2019,2722.0
.dcm,GPL-3.0,2019,2604.0
.json,EPL-2.0,2019,2537.0
.wav,CC-BY-4.0,2019,2521.0
.tif,BSD-3-Clause,2019,2338.0
.json,OSL-3.0,2019,2263.0
.wav,CC0-1.0,2019,2223.0
.fasta,GPL-2.0,2019,2204.0
.tif,Unlicense,2019,2137.0
.csv,CC-BY-SA-4.0,2019,2112.0
.geojson,GPL-3.0,2019,1928.0
.kml,MIT,2019,1788.0
.xls,Unlicense,2019,1765.0
.vcf,NOASSERTION,2019,1666.0
.shp,NOASSERTION,2019,1649.0
.wav,LGPL-2.1,2019,1625.0
.kml,GPL-3.0,2019,1458.0
.dbf,NOASSERTION,2019,1427.0
.tif,CC-BY-4.0,2019,1424.0
.csv,EPL-1.0,2019,1421.0
.dcm,Apache-2.0,2019,1352.0
.pdb,LGPL-3.0,2019,1272.0
.parquet,Apache-2.0,2019,1206.0
.wav,BSD-2-Clause,2019,1202.0
.shp,Unlicense,2019,1139.0
.csv,AFL-3.0,2019,1125.0
.shx,NOASSERTION,2019,1114.0
.fastq,Unlicense,2019,1088.0
.kml,Apache-2.0,2019,1081.0
.dbf,Unlicense,2019,1066.0
.shx,Unlicense,2019,1059.0
.tsv,MPL-2.0,2019,978.0
.sbml,,2019,961.0
.tsv,CC-BY-4.0,2019,894.0
.xlsx,AGPL-3.0,2019,888.0
.dcm,Unlicense,2019,850.0
.nii,GPL-3.0,2019,825.0
.avro,,2019,813.0
.csv,EPL-2.0,2019,808.0
.fasta,BSD-3-Clause,2019,801.0
.xlsx,MPL-2.0,2019,784.0
.xlsx,LGPL-3.0,2019,766.0
.csv,ODBL-1.0,2019,749.0
.pdb,Unlicense,2019,740.0
.tiff,Apache-2.0,2019,680.0
.avro,Apache-2.0,2019,677.0
.tif,LGPL-3.0,2019,673.0
.xls,BSD-3-Clause,2019,659.0
.xlsx,BSD-2-Clause,2019,638.0
.dbf,Apache-2.0,2019,597.0
.tif,AGPL-3.0,2019,589.0
.vcf,GPL-3.0,2019,579.0
.nii,NOASSERTION,2019,571.0
.vcf,MIT,2019,547.0
.xlsx,GPL-2.0,2019,538.0
.json,LGPL-2.1,2019,535.0
.shp,Apache-2.0,2019,531.0
.shx,Apache-2.0,2019,531.0
.geojson,Apache-2.0,2019,526.0
.json,ODBL-1.0,2019,521.0
.pdb,AGPL-3.0,2019,516.0
.xlsx,CC0-1.0,2019,488.0
.xlsx,Unlicense,2019,437.0
.avro,GPL-3.0,2019,436.0
.xls,BSD-2-Clause,2019,421.0
.nii,MIT,2019,390.0
.wav,WTFPL,2019,389.0
.fastq,MIT,2019,373.0
.tif,BSL-1.0,2019,338.0
.tsv,GPL-2.0,2019,335.0
.csv,OSL-3.0,2019,335.0
.fastq,BSD-3-Clause,2019,327.0
.json,WTFPL,2019,320.0
.xls,GPL-2.0,2019,303.0
.pdb,LGPL-2.1,2019,295.0
.tiff,GPL-2.0,2019,295.0
.xls,AGPL-3.0,2019,293.0
.json,MS-PL,2019,291.0
.parquet,NOASSERTION,2019,286.0
.tif,BSD-2-Clause,2019,261.0
.xls,MPL-2.0,2019,251.0
.dbf,BSD-3-Clause,2019,242.0
.tsv,CC0-1.0,2019,241.0
.shp,GPL-2.0,2019,240.0
.shp,BSD-3-Clause,2019,234.0
.shx,BSD-3-Clause,2019,233.0
.xlsx,CC-BY-4.0,2019,225.0
.tsv,AGPL-3.0,2019,221.0
.tif,WTFPL,2019,218.0
.dbf,GPL-2.0,2019,217.0
.json,BSD-4-Clause,2019,215.0
.tif,MPL-2.0,2019,215.0
.csv,ISC,2019,209.0
.wav,BSL-1.0,2019,209.0
.json,EUPL-1.1,2019,204.0
.pdb,BSD-2-Clause,2019,204.0
.shx,GPL-2.0,2019,202.0
.parquet,GPL-3.0,2019,200.0
.tiff,BSD-3-Clause,2019,175.0
.fastq,NOASSERTION,2019,173.0
.tif,CC0-1.0,2019,165.0
.xls,LGPL-3.0,2019,164.0
.tiff,CC-BY-4.0,2019,158.0
.dbf,AGPL-3.0,2019,156.0
.wav,EPL-2.0,2019,152.0
.fastq,GPL-3.0,2019,152.0
.dbf,CC0-1.0,2019,150.0
.shp,AGPL-3.0,2019,149.0
.shp,CC0-1.0,2019,147.0
.shx,AGPL-3.0,2019,147.0
.shx,CC0-1.0,2019,146.0
.json,Zlib,2019,144.0
.tif,MS-PL,2019,141.0
.xls,CC0-1.0,2019,139.0
.tsv,LGPL-3.0,2019,136.0
.tsv,CC-BY-SA-4.0,2019,136.0
.geojson,BSD-3-Clause,2019,136.0
.wav,ISC,2019,135.0
.tiff,CC-BY-SA-4.0,2019,132.0
.xlsx,CC-BY-SA-4.0,2019,129.0
.json,Artistic-2.0,2019,129.0
.tif,EPL-1.0,2019,125.0
.kml,GPL-2.0,2019,123.0
.tsv,Unlicense,2019,123.0
.shx,CC-BY-4.0,2019,120.0
.shp,CC-BY-4.0,2019,120.0
.dbf,CC-BY-4.0,2019,119.0
.tiff,AGPL-3.0,2019,115.0
.json,EUPL-1.2,2019,110.0
.wav,CC-BY-SA-4.0,2019,109.0
.tsv,BSD-2-Clause,2019,109.0
.csv,WTFPL,2019,106.0
.geojson,CC-BY-4.0,2019,94.0
.dcm,CC-BY-SA-4.0,2019,93.0
.tiff,Unlicense,2019,90.0
.vcf,Apache-2.0,2019,88.0
.xls,CC-BY-4.0,2019,77.0
.geojson,BSD-2-Clause,2019,76.0
.json,NCSA,2019,74.0
.fastq,AGPL-3.0,2019,73.0
.xlsx,LGPL-2.1,2019,71.0
.pdb,CC0-1.0,2019,71.0
.csv,BSD-3-Clause-Clear,2019,70.0
.pdb,EPL-2.0,2019,70.0
.xls,EPL-1.0,2019,69.0
.tiff,LGPL-3.0,2019,68.0
.sbgn,,2019,67.0
.dcm,AGPL-3.0,2019,62.0
.pdb,CC-BY-SA-4.0,2019,62.0
.sbgn,NOASSERTION,2019,62.0
.tfrecords,MIT,2019,61.0
.csv,BSL-1.0,2019,61.0
.vcf,AGPL-3.0,2019,61.0
.dcm,BSD-3-Clause,2019,61.0
.fasta,Unlicense,2019,60.0
.fasta,CC0-1.0,2019,60.0
.avro,NOASSERTION,2019,59.0
.kml,AGPL-3.0,2019,58.0
.dbf,CC-BY-SA-4.0,2019,57.0
.csv,Artistic-2.0,2019,57.0
.shx,CC-BY-SA-4.0,2019,55.0
.shp,CC-BY-SA-4.0,2019,55.0
.dbf,LGPL-2.1,2019,53.0
.geojson,LGPL-3.0,2019,51.0
.kml,BSD-3-Clause,2019,50.0
.json,AFL-3.0,2019,49.0
.xls,CC-BY-SA-4.0,2019,49.0
.geojson,AGPL-3.0,2019,49.0
.pdb,ISC,2019,49.0
.vcf,GPL-2.0,2019,48.0
.nii,GPL-2.0,2019,48.0
.nii,Apache-2.0,2019,48.0
.wav,Artistic-2.0,2019,46.0
.tfrecords,Apache-2.0,2019,44.0
.xls,LGPL-2.1,2019,44.0
.xls,BSL-1.0,2019,44.0
.tfrecords,NOASSERTION,2019,43.0
.shx,LGPL-2.1,2019,42.0
.shp,LGPL-2.1,2019,41.0
.fastq,CC0-1.0,2019,41.0
.fasta,Artistic-2.0,2019,40.0
.dbf,MPL-2.0,2019,40.0
.wav,EPL-1.0,2019,40.0
.geojson,GPL-2.0,2019,39.0
.tif,CC-BY-SA-4.0,2019,39.0
.pdb,MS-PL,2019,39.0
.fastq,Apache-2.0,2019,39.0
.dcm,CC-BY-4.0,2019,39.0
.tfrecords,GPL-3.0,2019,39.0
.tiff,LGPL-2.1,2019,37.0
.tiff,MPL-2.0,2019,36.0
.xlsx,EUPL-1.1,2019,36.0
.tsv,EUPL-1.1,2019,36.0
.fasta,AGPL-3.0,2019,35.0
.csv,Zlib,2019,35.0
.shp,LGPL-3.0,2019,35.0
.shp,MPL-2.0,2019,34.0
.tsv,ISC,2019,34.0
.shx,MPL-2.0,2019,34.0
.json,ECL-2.0,2019,34.0
.shx,LGPL-3.0,2019,33.0
.dbf,LGPL-3.0,2019,33.0
.tiff,BSD-2-Clause,2019,33.0
.dcm,LGPL-3.0,2019,33.0
.parquet,BSD-2-Clause,2019,33.0
.dcm,BSD-2-Clause,2019,32.0
.geojson,LGPL-2.1,2019,32.0
.xls,ECL-2.0,2019,31.0
.xlsx,OSL-3.0,2019,31.0
.avro,MIT,2019,31.0
.xlsx,EPL-1.0,2019,30.0
.geojson,ISC,2019,30.0
.pdb,OSL-3.0,2019,30.0
.pdb,WTFPL,2019,29.0
.geojson,Unlicense,2019,29.0
.dcm,GPL-2.0,2019,28.0
