extension,spdx_license,year,count_files
.fasta,LGPL-3.0,2019,28.0
.nii,BSD-3-Clause,2019,28.0
.pdb,CC-BY-4.0,2019,27.0
.json,BSD-3-Clause-Clear,2019,27.0
.kml,Unlicense,2019,27.0
.wav,Zlib,2019,27.0
.wav,OSL-3.0,2019,27.0
.xls,ISC,2019,27.0
.vcf,BSD-3-Clause,2019,26.0
.pdb,Zlib,2019,26.0
.xls,Artistic-2.0,2019,26.0
.dbf,BSD-2-Clause,2019,26.0
.xlsx,EPL-2.0,2019,25.0
.nii,BSD-2-Clause,2019,25.0
.shp,BSD-2-Clause,2019,24.0
.shx,EUPL-1.1,2019,24.0
.shp,EUPL-1.1,2019,24.0
.dbf,EUPL-1.1,2019,24.0
.tsv,LGPL-2.1,2019,23.0
.vcf,Unlicense,2019,23.0
.kml,BSD-2-Clause,2019,23.0
.fasta,BSD-2-Clause,2019,23.0
.csv,EUPL-1.1,2019,22.0
.tif,ISC,2019,22.0
.tiff,CC0-1.0,2019,21.0
.shx,BSD-2-Clause,2019,21.0
.dcm,CC0-1.0,2019,21.0
.wav,OFL-1.1,2019,20.0
.geojson,EPL-2.0,2019,20.0
.geojson,CC-BY-SA-4.0,2019,19.0
.csv,BSD-4-Clause,2019,19.0
.kml,EPL-1.0,2019,19.0
.xlsx,BSL-1.0,2019,18.0
.xlsx,ISC,2019,17.0
.xlsx,ECL-2.0,2019,17.0
.xls,EPL-2.0,2019,17.0
.tif,LGPL-2.1,2019,17.0
.shp,ISC,2019,15.0
.geojson,CC0-1.0,2019,15.0
.dbf,ISC,2019,15.0
.shx,ISC,2019,15.0
.csv,EUPL-1.2,2019,14.0
.dcm,LGPL-2.1,2019,13.0
.json,OFL-1.1,2019,13.0
.kml,MPL-2.0,2019,13.0
.parquet,MPL-2.0,2019,13.0
.csv,MS-RL,2019,13.0
.avro,BSD-3-Clause,2019,12.0
.vcf,BSD-2-Clause,2019,11.0
.shp,EPL-2.0,2019,11.0
.kml,CC-BY-SA-4.0,2019,10.0
.json,0BSD,2019,10.0
.csv,NCSA,2019,10.0
.fastq,BSD-2-Clause,2019,9.0
.vcf,LGPL-3.0,2019,9.0
.json,UPL-1.0,2019,9.0
.tif,EPL-2.0,2019,9.0
.xlsx,EUPL-1.2,2019,9.0
.xlsx,WTFPL,2019,9.0
.xlsx,0BSD,2019,9.0
.csv,ECL-2.0,2019,8.0
.kml,LGPL-3.0,2019,8.0
.xls,EUPL-1.1,2019,8.0
.geojson,ODBL-1.0,2019,7.0
.xlsx,AFL-3.0,2019,7.0
.kml,LGPL-2.1,2019,7.0
.xlsx,MS-PL,2019,7.0
.shx,EPL-2.0,2019,6.0
.vcf,CC-BY-4.0,2019,6.0
.xlsx,LPPL-1.3c,2019,6.0
.tif,OSL-3.0,2019,6.0
.dbf,EPL-2.0,2019,6.0
.xls,EUPL-1.2,2019,5.0
.xlsx,OFL-1.1,2019,5.0
.xlsx,Artistic-2.0,2019,5.0
.csv,OFL-1.1,2019,5.0
.tiff,ISC,2019,5.0
.fastq,GPL-2.0,2019,5.0
.parquet,AGPL-3.0,2019,5.0
.dcm,MPL-2.0,2019,5.0
.parquet,Unlicense,2019,5.0
.shp,WTFPL,2019,5.0
.xls,MS-PL,2019,4.0
.tiff,EPL-1.0,2019,4.0
.pdb,EPL-1.0,2019,4.0
.parquet,GPL-2.0,2019,4.0
.shx,ODBL-1.0,2019,4.0
.shp,ODBL-1.0,2019,4.0
.kml,CC0-1.0,2019,4.0
.dbf,ODBL-1.0,2019,4.0
.wav,EUPL-1.2,2019,4.0
.tsv,BSD-3-Clause-Clear,2019,4.0
.tfrecords,BSD-2-Clause,2019,3.0
.parquet,BSD-3-Clause,2019,3.0
.tsv,OSL-3.0,2019,3.0
.json,CECILL-2.1,2019,3.0
.avro,MPL-2.0,2019,3.0
.tif,ODBL-1.0,2019,3.0
.tif,Zlib,2019,3.0
.csv,LPPL-1.3c,2019,3.0
.dcm,AFL-3.0,2019,3.0
.xlsx,Zlib,2019,3.0
.xlsx,BSD-3-Clause-Clear,2019,3.0
.fasta,CC-BY-4.0,2019,3.0
.fasta,BSL-1.0,2019,3.0
.kml,CC-BY-4.0,2019,2.0
.gvcf,,2019,2.0
.geojson,Zlib,2019,2.0
.xls,AFL-3.0,2019,2.0
.vcf,LGPL-2.1,2019,2.0
.xls,WTFPL,2019,2.0
.dcm,Artistic-2.0,2019,2.0
.xls,OSL-3.0,2019,2.0
.csv,UPL-1.0,2019,2.0
.tsv,EPL-1.0,2019,2.0
.vcf,CC-BY-SA-4.0,2019,2.0
.dbf,WTFPL,2019,2.0
.tiff,BSL-1.0,2019,2.0
.vcf,CC0-1.0,2019,2.0
.xls,ODBL-1.0,2019,2.0
.pdb,UPL-1.0,2019,2.0
.tsv,Zlib,2019,1.0
.parquet,CC0-1.0,2019,1.0
.parquet,PostgreSQL,2019,1.0
.wav,ECL-2.0,2019,1.0
.avro,GPL-2.0,2019,1.0
.fasta,CC-BY-SA-4.0,2019,1.0
.csv,MS-PL,2019,1.0
.shx,AFL-3.0,2019,1.0
.xls,0BSD,2019,1.0
.tfrecords,GPL-2.0,2019,1.0
.wav,BSD-4-Clause,2019,1.0
.tfrecords,NCSA,2019,1.0
.sbml,MIT,2019,1.0
.shp,AFL-3.0,2019,1.0
.csv,0BSD,2019,1.0
.xlsx,NCSA,2019,1.0
.wav,0BSD,2019,1.0
.tiff,Artistic-2.0,2019,1.0
.dcm,WTFPL,2019,1.0
.tiff,WTFPL,2019,1.0
.fasta,BSD-3-Clause-Clear,2019,1.0
.tsv,Artistic-2.0,2019,1.0
.gvf,,2019,1.0
.xlsx,ODBL-1.0,2019,1.0
.dbf,Artistic-2.0,2019,1.0
.dbf,AFL-3.0,2019,1.0
.pdb,BSD-3-Clause-Clear,2019,1.0
.json,,2020,42438245.0
.csv,,2020,21890729.0
.json,MIT,2020,7123183.0
.geojson,,2020,6429971.0
.wav,,2020,5801196.0
.geojson,NOASSERTION,2020,5168779.0
.json,NOASSERTION,2020,3096520.0
.csv,MIT,2020,2050806.0
.pdb,,2020,1897617.0
.json,GPL-3.0,2020,1881148.0
.tif,,2020,1797345.0
.json,Apache-2.0,2020,1357779.0
.csv,GPL-3.0,2020,960927.0
.xlsx,,2020,860849.0
.csv,NOASSERTION,2020,787104.0
.tiff,,2020,678263.0
.wav,MIT,2020,596470.0
.json,CC0-1.0,2020,543995.0
.csv,Apache-2.0,2020,510980.0
.tsv,,2020,467344.0
.parquet,,2020,302104.0
.xls,,2020,290086.0
.fasta,,2020,277635.0
.json,BSD-3-Clause,2020,264876.0
.kml,,2020,201128.0
.tif,Apache-2.0,2020,199615.0
.dcm,,2020,178606.0
.tif,MIT,2020,170023.0
.parquet,GPL-3.0,2020,153777.0
.wav,GPL-3.0,2020,151671.0
.csv,BSD-3-Clause,2020,147353.0
.geojson,MIT,2020,134188.0
.pdb,MIT,2020,131354.0
.json,AGPL-3.0,2020,128393.0
.json,Unlicense,2020,121739.0
.xlsx,MIT,2020,105110.0
.wav,NOASSERTION,2020,98096.0
.tsv,MIT,2020,88592.0
.json,GPL-2.0,2020,86830.0
.json,CC-BY-SA-4.0,2020,84169.0
.dbf,,2020,82833.0
.vcf,MIT,2020,82768.0
.csv,CC0-1.0,2020,77918.0
.shp,,2020,77882.0
.shx,,2020,74716.0
.json,MPL-2.0,2020,73332.0
.wav,Apache-2.0,2020,67112.0
.json,CC-BY-4.0,2020,61736.0
.pdb,GPL-3.0,2020,54539.0
.tif,NOASSERTION,2020,50657.0
.csv,GPL-2.0,2020,48373.0
.wav,CC0-1.0,2020,47036.0
.tif,GPL-3.0,2020,46277.0
.kml,CC0-1.0,2020,45016.0
.csv,AGPL-3.0,2020,44716.0
.nii,,2020,42612.0
.nii,NOASSERTION,2020,40975.0
.pdb,NOASSERTION,2020,40643.0
.json,LGPL-3.0,2020,39610.0
.csv,LGPL-3.0,2020,38749.0
.fasta,GPL-3.0,2020,37850.0
.wav,GPL-2.0,2020,36331.0
.dcm,MIT,2020,35188.0
.xls,MIT,2020,34496.0
.json,BSD-2-Clause,2020,34212.0
.xlsx,GPL-3.0,2020,32205.0
.wav,BSD-3-Clause,2020,31900.0
.tif,BSD-3-Clause,2020,29243.0
.csv,CC-BY-4.0,2020,28025.0
.tsv,GPL-3.0,2020,27292.0
.tsv,NOASSERTION,2020,24436.0
.xlsx,NOASSERTION,2020,24045.0
.wav,Unlicense,2020,23491.0
.pdb,Apache-2.0,2020,22838.0
.csv,BSD-2-Clause,2020,22597.0
.vcf,,2020,22521.0
.fasta,MIT,2020,22213.0
.json,ISC,2020,21877.0
.xls,NOASSERTION,2020,18818.0
.parquet,CC-BY-SA-4.0,2020,18728.0
.dcm,BSD-2-Clause,2020,18725.0
.wav,BSD-2-Clause,2020,17425.0
.tsv,CC-BY-4.0,2020,17402.0
.csv,MPL-2.0,2020,16286.0
.xlsx,Apache-2.0,2020,16086.0
.csv,CC-BY-SA-4.0,2020,14206.0
.dbf,MIT,2020,14197.0
.shp,GPL-3.0,2020,14094.0
.shp,MIT,2020,13434.0
.shx,MIT,2020,13327.0
.json,WTFPL,2020,13001.0
.wav,CC-BY-4.0,2020,12694.0
.tsv,Apache-2.0,2020,12623.0
.sbgn,,2020,11862.0
.parquet,Apache-2.0,2020,10883.0
.geojson,CC0-1.0,2020,10820.0
.kml,MIT,2020,10650.0
.tiff,NOASSERTION,2020,9170.0
.dcm,NOASSERTION,2020,8758.0
.dcm,GPL-3.0,2020,8689.0
.wav,LGPL-3.0,2020,8631.0
.csv,Unlicense,2020,8473.0
.json,BSL-1.0,2020,8172.0
.xls,GPL-3.0,2020,7949.0
.dbf,GPL-3.0,2020,7935.0
.shx,GPL-3.0,2020,7748.0
.wav,AGPL-3.0,2020,7531.0
.tiff,MIT,2020,7528.0
.parquet,MIT,2020,7512.0
.tiff,GPL-3.0,2020,6450.0
.tif,CC0-1.0,2020,6328.0
.dcm,Apache-2.0,2020,5419.0
.pdb,AGPL-3.0,2020,5343.0
.shp,NOASSERTION,2020,5107.0
.fastq,,2020,4972.0
.tsv,BSD-3-Clause,2020,4625.0
.geojson,GPL-3.0,2020,4488.0
.xlsx,BSD-3-Clause,2020,4443.0
.tsv,CC-BY-SA-4.0,2020,4418.0
.json,0BSD,2020,4393.0
.tif,GPL-2.0,2020,4361.0
.xls,Apache-2.0,2020,3749.0
.json,LGPL-2.1,2020,3673.0
.json,EPL-2.0,2020,3526.0
.fasta,NOASSERTION,2020,3519.0
.geojson,Apache-2.0,2020,3476.0
.fasta,Apache-2.0,2020,3280.0
.dbf,NOASSERTION,2020,3265.0
.json,EPL-1.0,2020,3255.0
.csv,WTFPL,2020,3251.0
.dcm,CC-BY-4.0,2020,3090.0
.geojson,Unlicense,2020,3081.0
.xls,GPL-2.0,2020,3019.0
.shx,NOASSERTION,2020,2880.0
.pdb,GPL-2.0,2020,2777.0
.csv,EPL-2.0,2020,2774.0
.wav,CC-BY-SA-4.0,2020,2747.0
.csv,LGPL-2.1,2020,2701.0
.wav,MPL-2.0,2020,2564.0
.vcf,NOASSERTION,2020,2478.0
.nii,GPL-3.0,2020,2463.0
.shp,LGPL-3.0,2020,2419.0
.csv,ISC,2020,2413.0
.dbf,LGPL-3.0,2020,2407.0
.shx,LGPL-3.0,2020,2376.0
.kml,NOASSERTION,2020,2350.0
.tif,Unlicense,2020,2268.0
.pdb,Unlicense,2020,2214.0
.pdb,BSD-3-Clause,2020,2108.0
.dcm,Unlicense,2020,2005.0
.dcm,BSD-3-Clause,2020,2005.0
.geojson,WTFPL,2020,1901.0
.xlsx,CC0-1.0,2020,1856.0
.avro,Apache-2.0,2020,1776.0
.csv,EUPL-1.2,2020,1763.0
.wav,LGPL-2.1,2020,1703.0
.tif,BSD-2-Clause,2020,1697.0
.tiff,BSD-3-Clause,2020,1667.0
.pdb,LGPL-3.0,2020,1621.0
.csv,UPL-1.0,2020,1572.0
.fastq,NOASSERTION,2020,1504.0
.nii,MIT,2020,1478.0
.dbf,Apache-2.0,2020,1464.0
.vcf,GPL-3.0,2020,1433.0
.kml,GPL-3.0,2020,1432.0
.xlsx,GPL-2.0,2020,1413.0
.json,EUPL-1.2,2020,1348.0
.xlsx,AGPL-3.0,2020,1340.0
.pdb,CC0-1.0,2020,1314.0
.shp,Apache-2.0,2020,1294.0
.shx,Apache-2.0,2020,1274.0
.pdb,BSD-2-Clause,2020,1244.0
.xlsx,BSL-1.0,2020,1196.0
.fastq,GPL-3.0,2020,1190.0
.fastq,MIT,2020,1177.0
.tsv,GPL-2.0,2020,1169.0
.tsv,CC0-1.0,2020,1040.0
.sbml,MIT,2020,1039.0
.shp,GPL-2.0,2020,1019.0
.fasta,CC-BY-SA-4.0,2020,993.0
.tiff,GPL-2.0,2020,992.0
.xlsx,Unlicense,2020,990.0
.tif,CC-BY-SA-4.0,2020,979.0
.tsv,AGPL-3.0,2020,969.0
.tiff,CC0-1.0,2020,960.0
.kml,Apache-2.0,2020,956.0
.xlsx,CC-BY-4.0,2020,935.0
.json,Zlib,2020,905.0
.xlsx,LGPL-3.0,2020,898.0
.dcm,GPL-2.0,2020,886.0
.sbml,,2020,881.0
.avro,,2020,864.0
.wav,MS-PL,2020,845.0
.fasta,Unlicense,2020,816.0
.tiff,Apache-2.0,2020,813.0
.csv,Zlib,2020,758.0
.pdb,LGPL-2.1,2020,753.0
.tif,LGPL-3.0,2020,748.0
.xls,BSD-3-Clause,2020,736.0
.csv,Artistic-2.0,2020,735.0
.tif,CC-BY-4.0,2020,734.0
.xlsx,CC-BY-SA-4.0,2020,732.0
.dcm,AGPL-3.0,2020,730.0
.tif,AGPL-3.0,2020,728.0
.tsv,BSD-2-Clause,2020,722.0
.xls,CC0-1.0,2020,707.0
.nii,Apache-2.0,2020,706.0
.xlsx,BSD-2-Clause,2020,702.0
.fasta,AGPL-3.0,2020,667.0
.json,Artistic-2.0,2020,659.0
.tif,MPL-2.0,2020,654.0
.csv,EPL-1.0,2020,651.0
.tfrecords,,2020,637.0
.dbf,GPL-2.0,2020,634.0
.shx,GPL-2.0,2020,630.0
.pdb,MPL-2.0,2020,612.0
.parquet,NOASSERTION,2020,586.0
.dcm,CC0-1.0,2020,579.0
.tsv,OFL-1.1,2020,567.0
.json,ODBL-1.0,2020,542.0
.shp,CC0-1.0,2020,527.0
.dbf,CC0-1.0,2020,527.0
.shx,CC0-1.0,2020,522.0
.xls,AGPL-3.0,2020,480.0
.csv,OSL-3.0,2020,473.0
.xlsx,MPL-2.0,2020,447.0
.wav,BSL-1.0,2020,441.0
.vcf,Apache-2.0,2020,440.0
.vcf,BSD-3-Clause,2020,440.0
.tsv,Unlicense,2020,440.0
.json,MS-PL,2020,426.0
.geojson,BSD-3-Clause,2020,418.0
.fasta,GPL-2.0,2020,395.0
.tsv,ISC,2020,387.0
.vcf,BSD-2-Clause,2020,378.0
.xls,Unlicense,2020,363.0
.wav,BSD-4-Clause,2020,356.0
.pdb,CC-BY-4.0,2020,336.0
.fastq,Apache-2.0,2020,321.0
.xls,BSD-2-Clause,2020,320.0
.dbf,BSD-3-Clause,2020,311.0
.csv,ODBL-1.0,2020,307.0
.csv,EUPL-1.1,2020,306.0
.shp,BSD-3-Clause,2020,301.0
.wav,EPL-2.0,2020,299.0
.fasta,MPL-2.0,2020,299.0
.xls,LGPL-3.0,2020,299.0
.shx,BSD-3-Clause,2020,297.0
.tiff,AGPL-3.0,2020,288.0
.nii,CC0-1.0,2020,286.0
.json,BSD-4-Clause,2020,285.0
.fasta,BSD-3-Clause,2020,284.0
.dcm,CC-BY-SA-4.0,2020,281.0
.json,OSL-3.0,2020,255.0
.xlsx,LGPL-2.1,2020,248.0
.wav,WTFPL,2020,245.0
.tif,BSL-1.0,2020,244.0
.tif,LGPL-2.1,2020,236.0
.wav,Zlib,2020,231.0
.tiff,MPL-2.0,2020,227.0
.shp,CC-BY-4.0,2020,221.0
.json,AFL-3.0,2020,219.0
.wav,ISC,2020,216.0
.dbf,CC-BY-4.0,2020,216.0
.shx,CC-BY-4.0,2020,215.0
.xlsx,EPL-2.0,2020,213.0
.json,UPL-1.0,2020,213.0
.fasta,CC0-1.0,2020,211.0
.tiff,LGPL-3.0,2020,208.0
.tsv,LGPL-3.0,2020,203.0
.nii,BSD-2-Clause,2020,202.0
.geojson,EPL-2.0,2020,200.0
.geojson,MPL-2.0,2020,187.0
.sbgn,NOASSERTION,2020,177.0
.json,NCSA,2020,175.0
.parquet,CC0-1.0,2020,174.0
.shx,CC-BY-SA-4.0,2020,173.0
.dbf,CC-BY-SA-4.0,2020,172.0
.shp,CC-BY-SA-4.0,2020,172.0
.dbf,AGPL-3.0,2020,171.0
.geojson,ISC,2020,167.0
.dbf,BSD-2-Clause,2020,165.0
.pdb,EUPL-1.2,2020,165.0
.shp,BSD-2-Clause,2020,161.0
.kml,AGPL-3.0,2020,159.0
.xls,MPL-2.0,2020,159.0
.tiff,BSD-2-Clause,2020,158.0
.xlsx,AFL-3.0,2020,157.0
.fasta,BSD-3-Clause-Clear,2020,157.0
.geojson,GPL-2.0,2020,156.0
.geojson,ODBL-1.0,2020,156.0
.shx,BSD-2-Clause,2020,155.0
.shx,AGPL-3.0,2020,154.0
.shp,AGPL-3.0,2020,153.0
.geojson,AGPL-3.0,2020,150.0
.geojson,LGPL-3.0,2020,145.0
.wav,Artistic-2.0,2020,142.0
.csv,BSL-1.0,2020,137.0
.tfrecords,Apache-2.0,2020,136.0
.tsv,BSL-1.0,2020,135.0
.dbf,LGPL-2.1,2020,134.0
.xls,CC-BY-SA-4.0,2020,130.0
.sbml,CC-BY-4.0,2020,123.0
.sbgn,CC-BY-4.0,2020,121.0
.tiff,Unlicense,2020,115.0
.avro,MIT,2020,113.0
.shp,LGPL-2.1,2020,112.0
.shx,LGPL-2.1,2020,110.0
.json,BSD-3-Clause-Clear,2020,109.0
.pdb,WTFPL,2020,109.0
.csv,AFL-3.0,2020,106.0
.vcf,LGPL-3.0,2020,106.0
.json,OFL-1.1,2020,102.0
.geojson,BSD-2-Clause,2020,101.0
.kml,GPL-2.0,2020,100.0
.kml,BSD-3-Clause,2020,98.0
.xls,CC-BY-4.0,2020,96.0
.csv,NCSA,2020,95.0
.pdb,MS-PL,2020,94.0
.xlsx,EUPL-1.2,2020,88.0
.tiff,CC-BY-4.0,2020,86.0
.tsv,MPL-2.0,2020,85.0
.pdb,AFL-3.0,2020,85.0
.json,EUPL-1.1,2020,84.0
.sbgn,MIT,2020,83.0
.vcf,MPL-2.0,2020,83.0
.sbml,GPL-3.0,2020,82.0
.nii,GPL-2.0,2020,81.0
.wav,EPL-1.0,2020,80.0
.tfrecords,GPL-3.0,2020,80.0
.tfrecords,MIT,2020,79.0
.dbf,MPL-2.0,2020,78.0
.xls,AFL-3.0,2020,78.0
.dcm,LGPL-2.1,2020,77.0
.fastq,BSD-3-Clause,2020,74.0
.kml,CC-BY-SA-4.0,2020,74.0
.shx,MPL-2.0,2020,73.0
.shp,MPL-2.0,2020,73.0
.fasta,CC-BY-4.0,2020,71.0
.json,ECL-2.0,2020,70.0
.fastq,AGPL-3.0,2020,69.0
.xlsx,EUPL-1.1,2020,68.0
.xls,ECL-2.0,2020,66.0
.xls,EUPL-1.2,2020,66.0
.shx,EUPL-1.1,2020,65.0
.shp,EUPL-1.1,2020,65.0
.dbf,EUPL-1.1,2020,65.0
.nii,BSD-3-Clause,2020,64.0
.sbgn,GPL-3.0,2020,63.0
.geojson,CC-BY-SA-4.0,2020,61.0
.csv,0BSD,2020,60.0
.vcf,GPL-2.0,2020,59.0
.geojson,CC-BY-4.0,2020,59.0
.fasta,BSD-2-Clause,2020,54.0
.parquet,BSD-3-Clause,2020,54.0
.tif,Artistic-2.0,2020,53.0
.xls,BSL-1.0,2020,52.0
.tsv,LGPL-2.1,2020,52.0
.fasta,LGPL-3.0,2020,51.0
.tfrecords,NOASSERTION,2020,48.0
.fasta,Artistic-2.0,2020,48.0
.dbf,Unlicense,2020,47.0
.xls,EPL-1.0,2020,47.0
.xlsx,EPL-1.0,2020,47.0
.pdb,Zlib,2020,47.0
.shp,Unlicense,2020,46.0
.pdb,EPL-2.0,2020,45.0
.tif,UPL-1.0,2020,45.0
.parquet,ISC,2020,44.0
.vcf,AGPL-3.0,2020,43.0
.xlsx,ISC,2020,43.0
.pdb,CC-BY-SA-4.0,2020,42.0
.shx,Unlicense,2020,41.0
.kml,LGPL-2.1,2020,40.0
.parquet,BSD-2-Clause,2020,40.0
.kml,Unlicense,2020,39.0
.xls,LGPL-2.1,2020,36.0
.tiff,LGPL-2.1,2020,35.0
.csv,BSD-3-Clause-Clear,2020,33.0
.shp,ISC,2020,33.0
.fastq,BSD-2-Clause,2020,32.0
.tif,EPL-1.0,2020,31.0
.tsv,Artistic-2.0,2020,30.0
.dbf,ISC,2020,29.0
.tiff,Artistic-2.0,2020,29.0
.xlsx,OSL-3.0,2020,29.0
.avro,CC0-1.0,2020,29.0
.shx,ISC,2020,29.0
.fastq,AFL-3.0,2020,29.0
.xlsx,WTFPL,2020,28.0
.xls,WTFPL,2020,27.0
.dcm,LGPL-3.0,2020,27.0
.pdb,OFL-1.1,2020,27.0
.pdb,BSD-3-Clause-Clear,2020,27.0
.dcm,0BSD,2020,26.0
.xlsx,Artistic-2.0,2020,26.0
.vcf,Unlicense,2020,26.0
.fasta,LGPL-2.1,2020,25.0
.tif,EPL-2.0,2020,25.0
.xls,EUPL-1.1,2020,25.0
.pdb,BSL-1.0,2020,24.0
.wav,AFL-3.0,2020,24.0
.dbf,EPL-2.0,2020,24.0
.avro,NOASSERTION,2020,23.0
.gvcf,Apache-2.0,2020,23.0
.json,Vim,2020,23.0
.kml,LGPL-3.0,2020,22.0
.xlsx,ECL-2.0,2020,22.0
.tiff,EPL-2.0,2020,22.0
.shx,EPL-2.0,2020,21.0
.shp,EPL-2.0,2020,21.0
.fastq,GPL-2.0,2020,21.0
.xlsx,UPL-1.0,2020,21.0
.tsv,EPL-2.0,2020,20.0
.tif,ISC,2020,18.0
.vcf,MS-PL,2020,18.0
.xls,EPL-2.0,2020,17.0
.pdb,ISC,2020,17.0
.wav,BSD-3-Clause-Clear,2020,17.0
.wav,OFL-1.1,2020,17.0
.tiff,NCSA,2020,17.0
.wav,0BSD,2020,16.0
.dcm,WTFPL,2020,16.0
.csv,OFL-1.1,2020,15.0
.kml,BSD-2-Clause,2020,15.0
.kml,ISC,2020,15.0
.vcf,BSL-1.0,2020,14.0
.tsv,EUPL-1.2,2020,14.0
.xlsx,0BSD,2020,13.0
.kml,MPL-2.0,2020,12.0
.tiff,Zlib,2020,12.0
.vcf,LGPL-2.1,2020,11.0
.tif,WTFPL,2020,11.0
.csv,ECL-2.0,2020,11.0
.gvf,NOASSERTION,2020,11.0
.kml,CC-BY-4.0,2020,11.0
.vcf,EPL-1.0,2020,11.0
.xlsx,MS-PL,2020,10.0
.csv,MS-PL,2020,10.0
.wav,EUPL-1.2,2020,10.0
.tiff,ISC,2020,10.0
.csv,LPPL-1.3c,2020,10.0
.geojson,EUPL-1.2,2020,10.0
.parquet,Unlicense,2020,10.0
.tsv,WTFPL,2020,10.0
.nii,LGPL-3.0,2020,10.0
.nii,Unlicense,2020,9.0
.avro,GPL-3.0,2020,9.0
.pdb,BSD-4-Clause,2020,9.0
.pdb,EPL-1.0,2020,8.0
.xls,OSL-3.0,2020,8.0
.dcm,MPL-2.0,2020,8.0
.wav,EUPL-1.1,2020,8.0
.nii,AGPL-3.0,2020,8.0
.nii,MPL-2.0,2020,8.0
.shp,EUPL-1.2,2020,8.0
.dbf,EPL-1.0,2020,8.0
.xlsx,Zlib,2020,7.0
.gvcf,MIT,2020,7.0
.vcf,CC-BY-4.0,2020,7.0
.pdb,Artistic-2.0,2020,7.0
.geojson,LGPL-2.1,2020,7.0
.tiff,BSD-3-Clause-Clear,2020,7.0
.xls,ISC,2020,7.0
.tif,OFL-1.1,2020,7.0
.wav,NCSA,2020,6.0
.fastq,CC-BY-4.0,2020,6.0
.shx,EUPL-1.2,2020,6.0
.fastq,MPL-2.0,2020,6.0
.dbf,EUPL-1.2,2020,6.0
.json,CECILL-2.1,2020,6.0
.tiff,UPL-1.0,2020,6.0
.tiff,WTFPL,2020,5.0
.tsv,EPL-1.0,2020,5.0
.tif,EUPL-1.2,2020,5.0
.sbml,Apache-2.0,2020,5.0
.fastq,Unlicense,2020,5.0
.fastq,BSD-3-Clause-Clear,2020,5.0
.json,PostgreSQL,2020,5.0
.tsv,Zlib,2020,5.0
.sbgn,Apache-2.0,2020,5.0
.wav,OSL-3.0,2020,4.0
.fastq,CC0-1.0,2020,4.0
.shp,ODBL-1.0,2020,4.0
.csv,BSD-4-Clause,2020,4.0
.sbml,NOASSERTION,2020,4.0
.tiff,EPL-1.0,2020,4.0
.tiff,CC-BY-SA-4.0,2020,4.0
.geojson,EUPL-1.1,2020,4.0
.avro,BSD-2-Clause,2020,4.0
.kml,WTFPL,2020,4.0
.shx,ODBL-1.0,2020,4.0
.dbf,ODBL-1.0,2020,4.0
.xlsx,BSD-3-Clause-Clear,2020,4.0
.fasta,AFL-3.0,2020,3.0
.tif,BSD-4-Clause,2020,3.0
.kml,Artistic-2.0,2020,3.0
.xls,Zlib,2020,3.0
.tiff,BSL-1.0,2020,3.0
.pdb,MS-RL,2020,3.0
.tsv,BSD-3-Clause-Clear,2020,3.0
.pdb,0BSD,2020,3.0
.xls,CECILL-2.1,2020,3.0
.xls,Artistic-2.0,2020,2.0
.sbgn,LGPL-3.0,2020,2.0
.sbml,BSD-3-Clause,2020,2.0
.tsv,OSL-3.0,2020,2.0
.json,LPPL-1.3c,2020,2.0
.gvf,,2020,2.0
.nii,CC-BY-4.0,2020,2.0
.parquet,EPL-1.0,2020,2.0
.shx,UPL-1.0,2020,2.0
.dcm,OSL-3.0,2020,2.0
.tif,AFL-3.0,2020,2.0
.xlsx,OFL-1.1,2020,2.0
.xls,MS-PL,2020,2.0
.xls,PostgreSQL,2020,2.0
.tsv,ECL-2.0,2020,2.0
.pdb,NCSA,2020,2.0
.dbf,UPL-1.0,2020,2.0
.tsv,ODBL-1.0,2020,2.0
.dcm,ISC,2020,2.0
.tiff,0BSD,2020,2.0
.sbgn,GPL-2.0,2020,2.0
.shp,UPL-1.0,2020,2.0
.geojson,Artistic-2.0,2020,1.0
.gvcf,NOASSERTION,2020,1.0
.vcf,CC-BY-SA-4.0,2020,1.0
.xls,0BSD,2020,1.0
.vcf,BSD-3-Clause-Clear,2020,1.0
.json,MS-RL,2020,1.0
.tsv,BSD-4-Clause,2020,1.0
.tsv,AFL-3.0,2020,1.0
.avro,LGPL-3.0,2020,1.0
.fasta,ISC,2020,1.0
.avro,EPL-1.0,2020,1.0
.tiff,AFL-3.0,2020,1.0
.vcf,CC0-1.0,2020,1.0
.gvcf,LGPL-3.0,2020,1.0
.tfrecords,MPL-2.0,2020,1.0
.gvf,GPL-2.0,2020,1.0
.tif,0BSD,2020,1.0
.xlsx,LPPL-1.3c,2020,1.0
.tif,Zlib,2020,1.0
.pdb,ODBL-1.0,2020,1.0
.sbml,GPL-2.0,2020,1.0
.vcf,Artistic-2.0,2020,1.0
.csv,CECILL-2.1,2020,1.0
.tfrecords,BSD-3-Clause,2020,1.0
.xlsx,MS-RL,2020,1.0
.xls,UPL-1.0,2020,1.0
.fasta,BSL-1.0,2020,1.0
.avro,BSD-3-Clause,2020,1.0
.wav,LPPL-1.3c,2020,1.0
.xlsx,ODBL-1.0,2020,1.0
.gvcf,,2020,1.0
.json,,2021,80559715.0
.csv,,2021,31028690.0
.json,MIT,2021,12233682.0
.wav,,2021,7310850.0
.json,NOASSERTION,2021,5543760.0
